sequence_id,account_id,split,seq_len,label,recon_error,anomaly_score
C568448983,C568448983,train,10,0.0,0.1728298,0.19199768
C2143114177,C2143114177,train,9,0.0,0.3354822,0.39620912
C1271951689,C1271951689,train,3,0.0,0.059948668,0.05027448
C655627438,C655627438,train,7,0.0,0.12092593,0.12683193
C1001297634,C1001297634,train,7,0.0,0.1262018,0.13345583
C525901948,C525901948,train,39,0.0,0.30772847,0.36136407
C2078543575,C2078543575,train,6,0.0,0.2090655,0.23749189
C865064882,C865064882,train,18,0.0,0.283558,0.33101785
C603812765,C603812765,train,3,0.0,0.09053695,0.08867832
C1454986142,C1454986142,train,5,0.0,0.07341738,0.06718456
C645574058,C645574058,train,3,0.0,0.099556305,0.10000219
C1083320747,C1083320747,train,6,0.0,0.20786099,0.23597962
C2060818916,C2060818916,train,4,0.0,0.43423808,0.5201979
C331416300,C331416300,train,17,0.0,0.30138603,0.35340106
C1447801271,C1447801271,train,6,0.0,0.17181748,0.1907267
C1998900100,C1998900100,train,5,0.0,0.12056804,0.1263826
C478621308,C478621308,train,3,0.0,0.075421855,0.069701195
C725837038,C725837038,train,5,0.0,0.17462578,0.19425255
C1175124697,C1175124697,train,3,0.0,0.10321243,0.104592495
C1073033187,C1073033187,train,3,0.0,0.04456116,0.030955335
C562693939,C562693939,train,8,0.0,0.30592656,0.35910174
C559841645,C559841645,train,11,0.0,0.29181513,0.34138474
C2089688763,C2089688763,train,6,0.0,0.12060326,0.12642683
C281995625,C281995625,train,12,0.0,0.2440548,0.28142124
C365494052,C365494052,train,17,0.0,0.2357928,0.27104825
C1800288535,C1800288535,train,5,0.0,0.10894274,0.11178694
C2085335582,C2085335582,train,8,0.0,0.24489748,0.28247926
C1527559071,C1527559071,train,6,0.0,0.11158831,0.115108475
C293376381,C293376381,train,3,0.0,0.20327024,0.23021589
C1835670926,C1835670926,train,14,0.0,0.20107757,0.22746298
C1215068981,C1215068981,train,8,0.0,0.26944405,0.31329766
C1056912192,C1056912192,train,4,0.0,0.089639984,0.087552175
C1556607123,C1556607123,train,3,0.0,0.10994677,0.11304751
C517260201,C517260201,train,40,0.0,0.3003865,0.35214615
C1555123736,C1555123736,train,5,0.0,0.20091708,0.22726148
C1030586180,C1030586180,train,7,0.0,0.1325165,0.14138399
C751111539,C751111539,train,4,0.0,0.075446464,0.06973209
C127574563,C127574563,train,16,0.0,0.25538602,0.29564768
C140987022,C140987022,train,14,0.0,0.30574992,0.35887998
C2042454428,C2042454428,train,22,0.0,0.451012,0.5412577
C422534175,C422534175,train,3,0.0,0.099352814,0.09974671
C1486561026,C1486561026,train,4,0.0,0.06333821,0.05453008
C583740112,C583740112,train,16,0.0,0.2708609,0.31507653
C643383432,C643383432,train,9,0.0,0.21688668,0.24731146
C1812694330,C1812694330,train,31,0.0,0.27537072,0.32073864
C1848979625,C1848979625,train,15,0.0,0.24480732,0.28236604
C216870846,C216870846,train,12,0.0,0.18198125,0.2034874
C1698148623,C1698148623,train,14,0.0,0.27084816,0.31506053
C389441543,C389441543,train,3,0.0,0.06723165,0.05941832
C1377308948,C1377308948,train,3,0.0,0.117572844,0.12262211
C1408971785,C1408971785,train,8,0.0,0.11872826,0.12407274
C1589229006,C1589229006,train,27,0.0,0.28676265,0.3350413
C2033593260,C2033593260,train,5,0.0,0.13156721,0.14019215
C569840179,C569840179,train,5,0.0,0.10266589,0.1039063
C1425374727,C1425374727,train,20,0.0,0.26245767,0.3045262
C1723397499,C1723397499,train,5,0.0,0.14051217,0.15142262
C1910050716,C1910050716,train,7,0.0,0.10340553,0.10483493
C1123152459,C1123152459,train,22,0.0,0.25615668,0.29661527
C1209558764,C1209558764,train,10,0.0,0.25712615,0.29783243
C1497970711,C1497970711,train,9,0.0,0.2164343,0.24674349
C557627888,C557627888,train,6,0.0,0.12341503,0.12995702
C998949100,C998949100,train,6,0.0,0.21314311,0.24261136
C2141799452,C2141799452,train,12,0.0,0.264957,0.30766416
C1120090006,C1120090006,train,4,0.0,0.24276158,0.2797976
C1722228477,C1722228477,train,13,0.0,0.19618295,0.22131775
C166629014,C166629014,train,21,0.0,0.25809523,0.29904914
C1215116111,C1215116111,train,4,0.0,0.10315955,0.104526095
C767464538,C767464538,train,16,0.0,0.23174763,0.26596949
C1329589315,C1329589315,train,47,0.0,0.3824938,0.45523253
C2018094578,C2018094578,train,15,0.0,0.25937995,0.3006621
C389341179,C389341179,train,4,0.0,0.081053585,0.07677188
C696686958,C696686958,train,5,0.0,0.17510138,0.19484967
C1181287507,C1181287507,train,17,0.0,0.36869067,0.4379026
C709986490,C709986490,train,6,0.0,0.122316554,0.12857787
C844884957,C844884957,train,13,0.0,0.23622952,0.27159655
C186306359,C186306359,train,3,0.0,0.088178575,0.08571736
C1523398720,C1523398720,train,5,0.0,0.08941668,0.08727182
C9332856,C9332856,train,7,0.0,0.12624541,0.13351059
C319889267,C319889267,train,6,0.0,0.14683065,0.15935552
C1154916566,C1154916566,train,4,0.0,0.060367346,0.050800133
C555323147,C555323147,train,17,0.0,0.23058432,0.26450896
C2022782328,C2022782328,train,16,0.0,0.35515866,0.42091304
C470091153,C470091153,train,8,0.0,0.19806182,0.22367668
C2040096081,C2040096081,train,10,0.0,0.29164737,0.34117413
C1113157765,C1113157765,train,7,0.0,0.14362948,0.15533642
C299245206,C299245206,train,12,0.0,0.1910762,0.21490619
C704791568,C704791568,train,5,0.0,0.19639893,0.22158891
C64294407,C64294407,train,42,0.0,0.31293383,0.36789945
C238226997,C238226997,train,10,0.0,0.2380542,0.27388746
C1700992909,C1700992909,train,24,0.0,0.36143786,0.42879665
C161717504,C161717504,train,3,0.0,0.13170749,0.14036827
C16556438,C16556438,train,7,0.0,0.29519477,0.3456279
C1437645273,C1437645273,train,5,0.0,0.08139755,0.07720373
C1782330845,C1782330845,train,4,0.0,0.08071762,0.07635008
C565812382,C565812382,train,13,0.0,0.23186071,0.26611146
C1730914829,C1730914829,train,3,0.0,0.08248953,0.07857472
C546448098,C546448098,train,3,0.0,0.07545258,0.069739774
C1121987237,C1121987237,train,12,0.0,0.19131093,0.21520089
C2125135675,C2125135675,train,11,0.0,0.26142073,0.30322433
C1619669629,C1619669629,train,17,0.0,0.30016878,0.3518728
C1390590616,C1390590616,train,17,0.0,0.25945374,0.30075476
C574592146,C574592146,train,4,0.0,0.039480377,0.024576372
C869929032,C869929032,train,24,0.0,0.3170564,0.37307534
C654406520,C654406520,train,10,0.0,0.26075464,0.30238804
C696988083,C696988083,train,4,0.0,0.13679226,0.14675224
C607149042,C607149042,train,5,0.0,0.09090298,0.08913787
C1881864052,C1881864052,train,12,0.0,0.23729718,0.272937
C1471285928,C1471285928,train,15,0.0,0.33913994,0.40080142
C1329031993,C1329031993,train,36,0.0,0.32362458,0.38132176
C2073431171,C2073431171,train,5,0.0,0.14639577,0.15880953
C1961771645,C1961771645,train,6,0.0,0.17296223,0.19216394
C1795899447,C1795899447,train,28,0.0,0.30410773,0.3568182
C1947969575,C1947969575,train,11,0.0,0.3047092,0.35757333
C1109154416,C1109154416,train,5,0.0,0.27481228,0.3200375
C857198130,C857198130,train,10,0.0,0.23282857,0.26732662
C1392725286,C1392725286,train,6,0.0,0.114075564,0.118231244
C177695966,C177695966,train,3,0.0,0.042904045,0.028874816
C597310692,C597310692,train,12,0.0,0.17736614,0.19769308
C1836000973,C1836000973,train,4,0.0,0.1583328,0.17379656
C334922951,C334922951,train,25,0.0,0.27764052,0.3235884
C979713489,C979713489,train,5,0.0,0.10266129,0.10390053
C1797137315,C1797137315,train,5,0.0,0.09574242,0.09521383
C1925748049,C1925748049,train,5,0.0,0.19078203,0.21453685
C1519004366,C1519004366,train,10,0.0,0.32450497,0.3824271
C208718211,C208718211,train,3,0.0,0.113506906,0.11751729
C900429465,C900429465,train,4,0.0,0.13640372,0.14626443
C1220653360,C1220653360,train,5,0.0,0.17414586,0.19364999
C721934969,C721934969,train,5,0.0,0.1108911,0.11423312
C1415565320,C1415565320,train,4,0.0,0.10294394,0.1042554
C448699138,C448699138,train,6,0.0,0.2128744,0.242274
C609866897,C609866897,train,6,0.0,0.111772284,0.11533946
C654982785,C654982785,train,7,0.0,0.17434628,0.19390163
C1694094433,C1694094433,train,16,0.0,0.2407295,0.2772463
C322981089,C322981089,train,18,0.0,0.41172287,0.4919299
C2087107415,C2087107415,train,14,0.0,0.2848199,0.33260217
C1774512394,C1774512394,train,18,0.0,0.25490218,0.29504022
C1404920859,C1404920859,train,5,0.0,0.10314451,0.104507215
C948449944,C948449944,train,5,0.0,0.16804118,0.18598552
C504643159,C504643159,train,7,0.0,0.29274592,0.34255335
C1482082967,C1482082967,train,11,0.0,0.18490086,0.20715299
C1412274363,C1412274363,train,22,0.0,0.27062848,0.31478474
C707728377,C707728377,train,3,0.0,0.07708825,0.07179337
C66197115,C66197115,train,7,0.0,0.18303636,0.2048121
C1936316282,C1936316282,train,3,0.0,0.11840568,0.12366774
C1884091240,C1884091240,train,13,0.0,0.2430644,0.2801778
C837084838,C837084838,train,4,0.0,0.1016112,0.10258213
C1827607640,C1827607640,train,3,0.0,0.04747824,0.034617756
C1954843887,C1954843887,train,35,0.0,0.31287265,0.36782262
C148947551,C148947551,train,12,0.0,0.17373274,0.19313133
C454267401,C454267401,train,8,0.0,0.14933896,0.16250473
C712261937,C712261937,train,3,0.0,0.053553347,0.0422451
C1213812186,C1213812186,train,10,0.0,0.21249004,0.24179143
C285735021,C285735021,train,4,0.0,0.12693821,0.1343804
C1097476560,C1097476560,train,48,0.0,0.3408391,0.40293473
C1247584170,C1247584170,train,33,0.0,0.2946344,0.34492436
C1963277949,C1963277949,train,8,0.0,0.16334075,0.1800841
C1969557942,C1969557942,train,27,0.0,0.26954144,0.31341994
C1509740286,C1509740286,train,4,0.0,0.29924387,0.35071158
C1673908969,C1673908969,train,5,0.0,0.10959401,0.11260462
C1563071433,C1563071433,train,4,0.0,0.16085818,0.1769672
C599177628,C599177628,train,10,0.0,0.21513589,0.24511331
C66424498,C66424498,train,12,0.0,0.26485184,0.3075321
C1796189315,C1796189315,train,6,0.0,0.14603674,0.15835877
C970436526,C970436526,train,3,0.0,0.052718047,0.041196376
C127102423,C127102423,train,7,0.0,0.18951286,0.21294339
C312627525,C312627525,train,10,0.0,0.2662048,0.30923074
C363989136,C363989136,train,5,0.0,0.13923365,0.14981742
C2033291395,C2033291395,train,14,0.0,0.25283316,0.29244256
C2037160330,C2037160330,train,3,0.0,0.0951134,0.094424084
C1770049582,C1770049582,train,12,0.0,0.24609454,0.28398216
C97680433,C97680433,train,5,0.0,0.12803787,0.13576104
C258386057,C258386057,train,17,0.0,0.3118336,0.36651808
C256176620,C256176620,train,4,0.0,0.100174345,0.10077815
C1212348869,C1212348869,train,17,0.0,0.23721641,0.27283558
C1801331413,C1801331413,train,10,0.0,0.26376787,0.30617118
C964940633,C964940633,train,11,0.0,0.21377045,0.243399
C1118097239,C1118097239,train,3,0.0,0.041797124,0.027485067
C2124218676,C2124218676,train,3,0.0,0.03886241,0.02380051
C1441192368,C1441192368,train,20,0.0,0.31331736,0.36838096
C161100978,C161100978,train,20,0.0,0.29860228,0.34990606
C1276648504,C1276648504,train,5,0.0,0.19049276,0.21417367
C937355723,C937355723,train,5,0.0,0.1674188,0.1852041
C187092520,C187092520,train,8,0.0,0.20209566,0.2287412
C746675748,C746675748,train,6,0.0,0.1296257,0.13775456
C1844923844,C1844923844,train,8,0.0,0.17456052,0.1941706
C107402860,C107402860,train,22,0.0,0.33600706,0.39686805
C1206526278,C1206526278,train,5,0.0,0.12653236,0.13387085
C876900970,C876900970,train,5,0.0,0.10833242,0.11102068
C1292245196,C1292245196,train,37,0.0,0.2616018,0.30345166
C601452263,C601452263,train,9,0.0,0.21789117,0.24857259
C1499749088,C1499749088,train,24,0.0,0.32598674,0.38428748
C1934058920,C1934058920,train,35,0.0,0.28128538,0.32816455
C1970391440,C1970391440,train,4,0.0,0.1647665,0.18187414
C1918575598,C1918575598,train,8,0.0,0.17080915,0.18946072
C99438263,C99438263,train,7,0.0,0.18854801,0.21173202
C338781761,C338781761,train,3,0.0,0.07277603,0.06637934
C637307164,C637307164,train,5,0.0,0.16330037,0.18003339
C936136961,C936136961,train,9,0.0,0.21346575,0.24301644
C223410164,C223410164,train,5,0.0,0.083372176,0.07968289
C803411208,C803411208,train,4,0.0,0.1532267,0.16738582
C203615410,C203615410,train,4,0.0,0.08747912,0.084839195
C767426585,C767426585,train,30,0.0,0.25657365,0.29713875
C1836680876,C1836680876,train,16,0.0,0.17442524,0.19400077
C1457532843,C1457532843,train,14,0.0,0.21188088,0.24102663
C1111167471,C1111167471,train,7,0.0,0.21511537,0.24508755
C776643315,C776643315,train,3,0.0,0.14291888,0.15444428
C1036138670,C1036138670,train,43,0.0,0.2624336,0.30449596
C2025187832,C2025187832,train,3,0.0,0.08916902,0.08696087
C1547313477,C1547313477,train,23,0.0,0.39316413,0.46862924
C1702682934,C1702682934,train,5,0.0,0.1464865,0.15892345
C1703150,C1703150,train,3,0.0,0.095841505,0.09533823
C1566323389,C1566323389,train,28,0.0,0.28224272,0.32936648
C480279194,C480279194,train,12,0.0,0.25771835,0.29857594
C1568657225,C1568657225,train,6,0.0,0.12416686,0.13090095
C38652049,C38652049,train,8,0.0,0.2140867,0.24379605
C1805536488,C1805536488,train,9,0.0,0.15683426,0.17191514
C898955098,C898955098,train,37,0.0,0.30081555,0.35268483
C848489465,C848489465,train,3,0.0,0.044911068,0.03139465
C1197536784,C1197536784,train,14,0.0,0.23159966,0.26578373
C170127211,C170127211,train,4,0.0,0.08293468,0.07913361
C1289179012,C1289179012,train,17,0.0,0.29365894,0.34369966
C1650354661,C1650354661,train,3,0.0,0.051489916,0.03965445
C1815755674,C1815755674,train,7,0.0,0.11855397,0.123853914
C838952690,C838952690,train,3,0.0,0.08239823,0.07846009
C124104973,C124104973,train,8,0.0,0.14509737,0.15717939
C550101402,C550101402,train,8,0.0,0.1955516,0.22052509
C695857771,C695857771,train,3,0.0,0.06263208,0.05364352
C675303631,C675303631,train,22,0.0,0.36228225,0.42985678
C1650316324,C1650316324,train,3,0.0,0.043247815,0.029306423
C185085889,C185085889,train,6,0.0,0.11552259,0.120048
C352707889,C352707889,train,12,0.0,0.25930315,0.3005657
C1430117294,C1430117294,train,14,0.0,0.2542669,0.29424262
C1524786250,C1524786250,train,8,0.0,0.17503515,0.1947665
C638522368,C638522368,train,13,0.0,0.24154922,0.27827546
C794428163,C794428163,train,9,0.0,0.17014036,0.18862106
C521112132,C521112132,train,4,0.0,0.17534423,0.19515456
C1681994370,C1681994370,train,22,0.0,0.37152427,0.44146022
C687383692,C687383692,train,37,0.0,0.25444806,0.29447007
C536763002,C536763002,train,6,0.0,0.17400888,0.19347802
C2144606305,C2144606305,train,3,0.0,0.16921052,0.18745364
C1417167013,C1417167013,train,11,0.0,0.3093032,0.36334115
C2069374121,C2069374121,train,12,0.0,0.18439241,0.20651463
C1872106149,C1872106149,train,4,0.0,0.14895909,0.16202779
C1560565000,C1560565000,train,37,0.0,0.2760266,0.3215621
C1988995119,C1988995119,train,5,0.0,0.13606143,0.14583468
C1562041443,C1562041443,train,8,0.0,0.20981893,0.23843783
C727913832,C727913832,train,9,0.0,0.19368938,0.21818705
C1542488520,C1542488520,train,10,0.0,0.21472411,0.24459632
C872917562,C872917562,train,4,0.0,0.059279863,0.04943479
C1320576538,C1320576538,train,7,0.0,0.11128552,0.114728324
C1307954267,C1307954267,train,27,0.0,0.25301754,0.29267403
C536768224,C536768224,train,33,0.0,0.32285613,0.38035697
C448551486,C448551486,train,9,0.0,0.26771092,0.3111217
C1738260848,C1738260848,train,4,0.0,0.12979467,0.1379667
C616777063,C616777063,train,5,0.0,0.15323094,0.16739114
C502267965,C502267965,train,3,0.0,0.095968604,0.09549781
C936047452,C936047452,train,35,0.0,0.28488263,0.33268094
C2136205188,C2136205188,train,4,0.0,0.09021963,0.088279925
C808676515,C808676515,train,16,0.0,0.24397704,0.2813236
C1828887233,C1828887233,train,28,0.0,0.21620664,0.24645765
C1498255646,C1498255646,train,17,0.0,0.31535769,0.3709426
C1996297756,C1996297756,train,21,0.0,0.4130831,0.49363768
C266949194,C266949194,train,3,0.0,0.045651108,0.032323778
C1440450127,C1440450127,train,7,0.0,0.3364086,0.3973722
C325531566,C325531566,train,4,0.0,0.10010255,0.10068801
C254001262,C254001262,train,8,0.0,0.20901924,0.23743382
C1823193682,C1823193682,train,3,0.0,0.06619515,0.058116995
C1643669822,C1643669822,train,12,0.0,0.2494634,0.2882118
C645016673,C645016673,train,16,0.0,0.28003836,0.3265989
C458516169,C458516169,train,13,0.0,0.34634373,0.40984583
C414632195,C414632195,train,7,0.0,0.21713574,0.24762414
C399717792,C399717792,train,7,0.0,0.107562385,0.1100539
C1609559947,C1609559947,train,13,0.0,0.25765076,0.2984911
C757762411,C757762411,train,4,0.0,0.10032323,0.100965075
C1933528988,C1933528988,train,10,0.0,0.21277888,0.24215408
C1975120026,C1975120026,train,3,0.0,0.120980665,0.12690066
C1197413463,C1197413463,train,11,0.0,0.2755339,0.32094353
C1185117572,C1185117572,train,12,0.0,0.14544882,0.15762062
C1992866596,C1992866596,train,4,0.0,0.07131417,0.06454396
C1183547355,C1183547355,train,5,0.0,0.19316122,0.21752393
C1412216266,C1412216266,train,4,0.0,0.08362248,0.079997145
C398081672,C398081672,train,5,0.0,0.13012688,0.1383838
C872535276,C872535276,train,6,0.0,0.3567685,0.4229342
C1581282769,C1581282769,train,13,0.0,0.2524104,0.29191178
C1151298593,C1151298593,train,6,0.0,0.11032267,0.11351945
C1140350324,C1140350324,train,9,0.0,0.25279433,0.2923938
C762956160,C762956160,train,4,0.0,0.091032214,0.089300126
C2095298569,C2095298569,train,12,0.0,0.24291645,0.27999204
C1224272022,C1224272022,train,5,0.0,0.08405607,0.08054152
C1532621603,C1532621603,train,4,0.0,0.08473216,0.08139036
C689316435,C689316435,train,3,0.0,0.11501445,0.11941002
C221722893,C221722893,train,5,0.0,0.15556858,0.17032607
C1136632397,C1136632397,train,6,0.0,0.108201906,0.110856816
C104486845,C104486845,train,3,0.0,0.069029085,0.06167502
C319600490,C319600490,train,4,0.0,0.14862764,0.16161166
C785702779,C785702779,train,4,0.0,0.10233395,0.10348955
C1173137717,C1173137717,train,5,0.0,0.115802124,0.12039895
C1699990965,C1699990965,train,19,0.0,0.27527186,0.32061452
C1152819967,C1152819967,train,27,0.0,0.28507242,0.3329192
C2135786221,C2135786221,train,11,0.0,0.20329057,0.23024142
C2037947788,C2037947788,train,10,0.0,0.21994117,0.25114638
C648557560,C648557560,train,9,0.0,0.18090433,0.20213531
C517601925,C517601925,train,6,0.0,0.18232656,0.20392093
C127399014,C127399014,train,8,0.0,0.109409995,0.11237358
C1781873773,C1781873773,train,10,0.0,0.24488293,0.28246096
C48480647,C48480647,train,4,0.0,0.13679226,0.14675224
C1810303945,C1810303945,train,8,0.0,0.22543724,0.25804675
C375165419,C375165419,train,5,0.0,0.120462224,0.12624975
C1613718514,C1613718514,train,3,0.0,0.071889356,0.06526611
C1673886686,C1673886686,train,21,0.0,0.2636005,0.30596104
C575115763,C575115763,train,4,0.0,0.080289535,0.07581261
C1032762980,C1032762980,train,6,0.0,0.16597426,0.18339048
C493650253,C493650253,train,3,0.0,0.09278668,0.091502875
C670363149,C670363149,train,6,0.0,0.12548459,0.13255537
C26275981,C26275981,train,7,0.0,0.15948409,0.17524202
C637193197,C637193197,train,4,0.0,0.074416466,0.06843892
C1140010443,C1140010443,train,6,0.0,0.13695656,0.14695852
C1349619183,C1349619183,train,3,0.0,0.17977253,0.20071432
C917591731,C917591731,train,6,0.0,0.15841445,0.17389908
C1376788271,C1376788271,train,7,0.0,0.1513218,0.1649942
C1592734650,C1592734650,train,3,0.0,0.09692207,0.096694894
C603709575,C603709575,train,10,0.0,0.22755504,0.26070565
C1748229263,C1748229263,train,4,0.0,0.13729121,0.14737868
C1275188201,C1275188201,train,5,0.0,0.09383573,0.09281996
C464775297,C464775297,train,3,0.0,0.07203112,0.0654441
C1378631566,C1378631566,train,50,0.0,0.37495878,0.4457723
C548126421,C548126421,train,18,0.0,0.28778347,0.33632296
C1125801278,C1125801278,train,3,0.0,0.18304539,0.20482342
C2091763016,C2091763016,train,4,0.0,0.12055661,0.12636825
C844094949,C844094949,train,4,0.0,0.12920341,0.13722438
C162013443,C162013443,train,44,0.0,0.3210815,0.3781289
C1004555492,C1004555492,train,13,0.0,0.29286635,0.34270453
C2080395913,C2080395913,train,12,0.0,0.17773578,0.19815716
C1388269126,C1388269126,train,23,0.0,0.2572259,0.29795766
C939389753,C939389753,train,3,0.0,0.030722728,0.013581072
C1093311709,C1093311709,train,4,0.0,0.07706015,0.071758084
C484495521,C484495521,train,4,0.0,0.16415988,0.18111251
C701143890,C701143890,train,20,0.0,0.30216742,0.35438213
C1835853562,C1835853562,train,10,0.0,0.19975153,0.22579812
C1506616523,C1506616523,train,6,0.0,0.09610649,0.09567092
C10327850,C10327850,train,6,0.0,0.2111261,0.240079
C2081581566,C2081581566,train,4,0.0,0.06861624,0.06115669
C1812547363,C1812547363,train,6,0.0,0.17263603,0.1917544
C1898190401,C1898190401,train,4,0.0,0.105446085,0.10739686
C1193613164,C1193613164,train,5,0.0,0.09615668,0.09573393
C1838395561,C1838395561,train,14,0.0,0.23022689,0.2640602
C469279234,C469279234,train,5,0.0,0.12965451,0.13779074
C101604582,C101604582,train,3,0.0,0.04589374,0.032628402
C580511242,C580511242,train,12,0.0,0.2079088,0.23603964
C33360821,C33360821,train,5,0.0,0.10353592,0.10499863
C1643627710,C1643627710,train,5,0.0,0.16795474,0.185877
C2004762011,C2004762011,train,10,0.0,0.24777582,0.28609303
C1888792767,C1888792767,train,19,0.0,0.25219646,0.29164317
C446853588,C446853588,train,31,0.0,0.268025,0.31151605
C1055524344,C1055524344,train,3,0.0,0.08077681,0.07642438
C2144980559,C2144980559,train,18,0.0,0.36608317,0.43462887
C2057430700,C2057430700,train,5,0.0,0.11492131,0.119293086
C98752956,C98752956,train,5,0.0,0.13924462,0.14983119
C1387844817,C1387844817,train,20,0.0,0.25604153,0.29647067
C1372324382,C1372324382,train,18,0.0,0.33668762,0.3977225
C1934602650,C1934602650,train,4,0.0,0.12534669,0.13238224
C1197608499,C1197608499,train,7,0.0,0.19623329,0.22138095
C632622999,C632622999,train,8,0.0,0.13385554,0.14306517
C1055008656,C1055008656,train,3,0.0,0.058529265,0.04849241
C1235485194,C1235485194,train,5,0.0,0.08420634,0.08073019
C305055529,C305055529,train,11,0.0,0.13276348,0.14169407
C1393300838,C1393300838,train,6,0.0,0.15366785,0.1679397
C729453086,C729453086,train,11,0.0,0.40089217,0.47833186
C1905187638,C1905187638,train,8,0.0,0.16621661,0.18369476
C2134885120,C2134885120,train,3,0.0,0.04768742,0.03488038
C737741421,C737741421,train,8,0.0,0.22159848,0.25322714
C580956576,C580956576,train,10,0.0,0.1855884,0.2080162
C1674881868,C1674881868,train,17,0.0,0.26472643,0.30737466
C685802025,C685802025,train,36,0.0,0.26730734,0.310615
C1056558638,C1056558638,train,3,0.0,0.06986721,0.06272729
C1868394302,C1868394302,train,6,0.0,0.22998996,0.2637627
C1199997481,C1199997481,train,27,0.0,0.27453953,0.3196951
C341947083,C341947083,train,9,0.0,0.22225055,0.25404584
C226087468,C226087468,train,6,0.0,0.18639489,0.20902875
C1558301504,C1558301504,train,30,0.0,0.3626717,0.43034574
C1487058264,C1487058264,train,19,0.0,0.3153255,0.3709022
C1018566522,C1018566522,train,7,0.0,0.23619108,0.27154827
C1704798839,C1704798839,train,3,0.0,0.12846147,0.13629286
C825438002,C825438002,train,10,0.0,0.26347575,0.3058044
C347626060,C347626060,train,16,0.0,0.2360007,0.27130926
C1659718306,C1659718306,train,17,0.0,0.21980502,0.25097543
C640751715,C640751715,train,28,0.0,0.2731906,0.31800148
C424913895,C424913895,train,7,0.0,0.13915144,0.14971422
C799591891,C799591891,train,6,0.0,0.14048798,0.15139225
C504387705,C504387705,train,4,0.0,0.08877907,0.08647129
C1237344309,C1237344309,train,3,0.0,0.07485013,0.06898338
C2008943962,C2008943962,train,6,0.0,0.14890711,0.16196254
C1255462420,C1255462420,train,10,0.0,0.23105139,0.26509535
C412264919,C412264919,train,11,0.0,0.27624467,0.3218359
C220754115,C220754115,train,4,0.0,0.10661799,0.1088682
C789410110,C789410110,train,4,0.0,0.084055915,0.08054133
C1655493906,C1655493906,train,9,0.0,0.17909087,0.1998585
C163494364,C163494364,train,3,0.0,0.078275435,0.07328389
C1866047023,C1866047023,train,6,0.0,0.10845892,0.1111795
C1234338804,C1234338804,train,5,0.0,0.20697655,0.2348692
C645908026,C645908026,train,18,0.0,0.33503821,0.39565167
C1796650444,C1796650444,train,13,0.0,0.25055745,0.28958538
C1423650535,C1423650535,train,6,0.0,0.18519267,0.20751937
C1451984103,C1451984103,train,9,0.0,0.20311213,0.23001738
C825572492,C825572492,train,17,0.0,0.33780742,0.39912844
C1229607890,C1229607890,train,4,0.0,0.095582284,0.09501278
C1425718002,C1425718002,train,3,0.0,0.13613209,0.14592339
C2114134621,C2114134621,train,33,0.0,0.2547769,0.29488292
C1140628365,C1140628365,train,3,0.0,0.053952683,0.042746473
C1573991610,C1573991610,train,8,0.0,0.4739008,0.5699948
C1853834582,C1853834582,train,10,0.0,0.3038998,0.35655713
C961895478,C961895478,train,7,0.0,0.23249315,0.2669055
C559888953,C559888953,train,3,0.0,0.09689171,0.09665677
C796075865,C796075865,train,3,0.0,0.066200666,0.058123916
C2099964870,C2099964870,train,15,0.0,0.28681844,0.33511135
C628853948,C628853948,train,4,0.0,0.14342551,0.15508035
C2004098655,C2004098655,train,19,0.0,0.30974448,0.36389518
C1317453533,C1317453533,train,7,0.0,0.20772183,0.2358049
C447511516,C447511516,train,10,0.0,0.23990038,0.27620533
C358757804,C358757804,train,8,0.0,0.19797474,0.22356735
C62650346,C62650346,train,6,0.0,0.32703146,0.38559914
C197876329,C197876329,train,3,0.0,0.07588728,0.07028554
C667093344,C667093344,train,9,0.0,0.25124043,0.29044285
C687512191,C687512191,train,5,0.0,0.106903344,0.109226465
C1584203314,C1584203314,train,3,0.0,0.07388486,0.06777149
C2142160579,C2142160579,train,6,0.0,0.12276642,0.12914269
C649443928,C649443928,train,7,0.0,0.124780975,0.13167198
C2053726978,C2053726978,train,18,0.0,0.27935463,0.3257405
C1318062746,C1318062746,train,5,0.0,0.16140422,0.17765276
C1447255966,C1447255966,train,3,0.0,0.066497646,0.058496777
C1015412303,C1015412303,train,18,0.0,0.3363361,0.3972812
C740007298,C740007298,train,9,0.0,0.17309605,0.19233194
C330093554,C330093554,train,10,0.0,0.23184565,0.26609257
C1592516968,C1592516968,train,5,0.0,0.11992707,0.12557787
C966614061,C966614061,train,7,0.0,0.15181634,0.1656151
C1336669900,C1336669900,train,12,0.0,0.25774482,0.29860917
C791178634,C791178634,train,7,0.0,0.12618957,0.13344048
C2021810068,C2021810068,train,9,0.0,0.17140989,0.19021496
C1816725399,C1816725399,train,3,0.0,0.11018037,0.113340795
C319253243,C319253243,train,3,0.0,0.048349928,0.035712168
C220397309,C220397309,train,10,0.0,0.2160241,0.24622847
C1072850512,C1072850512,train,15,0.0,0.23384553,0.2686034
C534101809,C534101809,train,10,0.0,0.23539747,0.2705519
C1286275377,C1286275377,train,5,0.0,0.13143352,0.1400243
C1580078031,C1580078031,train,3,0.0,0.090883516,0.08911344
C1574599369,C1574599369,train,5,0.0,0.0876911,0.08510533
C1942887625,C1942887625,train,18,0.0,0.24982904,0.28867084
C1400425373,C1400425373,train,3,0.0,0.12575933,0.13290031
C1469884509,C1469884509,train,7,0.0,0.27059478,0.31474242
